"Area","MTU","Solar  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|BE","12.01.2023 07:00 - 12.01.2023 08:00 (CET/CEST)","0","1460","2397"
"BZN|BE","12.01.2023 08:00 - 12.01.2023 09:00 (CET/CEST)","0","1795","2354"
"BZN|BE","12.01.2023 09:00 - 12.01.2023 10:00 (CET/CEST)","24","2055","2330"
"BZN|BE","12.01.2023 10:00 - 12.01.2023 11:00 (CET/CEST)","122","2121","2337"
"BZN|BE","12.01.2023 11:00 - 12.01.2023 12:00 (CET/CEST)","184","2134","2350"
"BZN|BE","12.01.2023 12:00 - 12.01.2023 13:00 (CET/CEST)","193","2110","2369"
"BZN|BE","12.01.2023 13:00 - 12.01.2023 14:00 (CET/CEST)","193","2138","2349"
"BZN|BE","12.01.2023 14:00 - 12.01.2023 15:00 (CET/CEST)","166","2139","2339"
"BZN|BE","12.01.2023 15:00 - 12.01.2023 16:00 (CET/CEST)","87","2136","2316"
"BZN|BE","12.01.2023 16:00 - 12.01.2023 17:00 (CET/CEST)","12","2137","2322"
"BZN|BE","12.01.2023 17:00 - 12.01.2023 18:00 (CET/CEST)","0","2138","2342"
"BZN|BE","12.01.2023 18:00 - 12.01.2023 19:00 (CET/CEST)","0","2137","2349"
"BZN|BE","12.01.2023 19:00 - 12.01.2023 20:00 (CET/CEST)","0","2138","2309"
"BZN|BE","12.01.2023 20:00 - 12.01.2023 21:00 (CET/CEST)","0","2129","2283"
"BZN|BE","12.01.2023 21:00 - 12.01.2023 22:00 (CET/CEST)","0","2109","2249"
"BZN|BE","12.01.2023 22:00 - 12.01.2023 23:00 (CET/CEST)","0","2102","2179"
"BZN|BE","12.01.2023 23:00 - 13.01.2023 00:00 (CET/CEST)","0","2052","2079"
"BZN|BE","13.01.2023 00:00 - 13.01.2023 01:00 (CET/CEST)","0","1980","2053"
"BZN|BE","13.01.2023 01:00 - 13.01.2023 02:00 (CET/CEST)","0","1998","1988"
"BZN|BE","13.01.2023 02:00 - 13.01.2023 03:00 (CET/CEST)","0","1987","1994"
"BZN|BE","13.01.2023 03:00 - 13.01.2023 04:00 (CET/CEST)","0","1990","1995"
"BZN|BE","13.01.2023 04:00 - 13.01.2023 05:00 (CET/CEST)","0","2008","1978"
"BZN|BE","13.01.2023 05:00 - 13.01.2023 06:00 (CET/CEST)","0","2010","2030"
"BZN|BE","13.01.2023 06:00 - 13.01.2023 07:00 (CET/CEST)","0","2018","2081"
"BZN|BE","13.01.2023 07:00 - 13.01.2023 08:00 (CET/CEST)","0","2020","2218"
"BZN|BE","13.01.2023 08:00 - 13.01.2023 09:00 (CET/CEST)","2","2124","2199"
"BZN|BE","13.01.2023 09:00 - 13.01.2023 10:00 (CET/CEST)","234","2125","2211"
"BZN|BE","13.01.2023 10:00 - 13.01.2023 11:00 (CET/CEST)","624","2131","2222"
"BZN|BE","13.01.2023 11:00 - 13.01.2023 12:00 (CET/CEST)","604","2127","2282"
"BZN|BE","13.01.2023 12:00 - 13.01.2023 13:00 (CET/CEST)","580","2121","2276"
"BZN|BE","13.01.2023 13:00 - 13.01.2023 14:00 (CET/CEST)","621","2120","2242"
"BZN|BE","13.01.2023 14:00 - 13.01.2023 15:00 (CET/CEST)","580","2113","2213"
"BZN|BE","13.01.2023 15:00 - 13.01.2023 16:00 (CET/CEST)","364","2117","2056"
"BZN|BE","13.01.2023 16:00 - 13.01.2023 17:00 (CET/CEST)","78","2105","2043"
"BZN|BE","13.01.2023 17:00 - 13.01.2023 18:00 (CET/CEST)","0","2100","2057"
"BZN|BE","13.01.2023 18:00 - 13.01.2023 19:00 (CET/CEST)","0","2105","2013"
"BZN|BE","13.01.2023 19:00 - 13.01.2023 20:00 (CET/CEST)","0","2088","1967"
"BZN|BE","13.01.2023 20:00 - 13.01.2023 21:00 (CET/CEST)","0","2050","1936"
"BZN|BE","13.01.2023 21:00 - 13.01.2023 22:00 (CET/CEST)","0","1998","1836"
"BZN|BE","13.01.2023 22:00 - 13.01.2023 23:00 (CET/CEST)","0","1990","1708"
"BZN|BE","13.01.2023 23:00 - 14.01.2023 00:00 (CET/CEST)","0","1869","1516"
"BZN|BE","14.01.2023 00:00 - 14.01.2023 01:00 (CET/CEST)","0","1530","1424"
"BZN|BE","14.01.2023 01:00 - 14.01.2023 02:00 (CET/CEST)","0","1380","1366"
"BZN|BE","14.01.2023 02:00 - 14.01.2023 03:00 (CET/CEST)","0","1445","1242"
"BZN|BE","14.01.2023 03:00 - 14.01.2023 04:00 (CET/CEST)","0","1659","1194"
"BZN|BE","14.01.2023 04:00 - 14.01.2023 05:00 (CET/CEST)","0","1758","1296"
"BZN|BE","14.01.2023 05:00 - 14.01.2023 06:00 (CET/CEST)","0","1817","1524"
"BZN|BE","14.01.2023 06:00 - 14.01.2023 07:00 (CET/CEST)","0","1887","1733"
"BZN|BE","14.01.2023 07:00 - 14.01.2023 08:00 (CET/CEST)","0","1958","2031"
"BZN|BE","14.01.2023 08:00 - 14.01.2023 09:00 (CET/CEST)","0","1983","2218"
"BZN|BE","14.01.2023 09:00 - 14.01.2023 10:00 (CET/CEST)","18","1965","2303"
"BZN|BE","14.01.2023 10:00 - 14.01.2023 11:00 (CET/CEST)","66","1897","2371"
"BZN|BE","14.01.2023 11:00 - 14.01.2023 12:00 (CET/CEST)","125","1942","2401"
"BZN|BE","14.01.2023 12:00 - 14.01.2023 13:00 (CET/CEST)","165","1947","2419"
"BZN|BE","14.01.2023 13:00 - 14.01.2023 14:00 (CET/CEST)","193","1946","2414"
"BZN|BE","14.01.2023 14:00 - 14.01.2023 15:00 (CET/CEST)","161","1960","2423"
"BZN|BE","14.01.2023 15:00 - 14.01.2023 16:00 (CET/CEST)","95","1974","2400"
"BZN|BE","14.01.2023 16:00 - 14.01.2023 17:00 (CET/CEST)","15","1918","2367"
"BZN|BE","14.01.2023 17:00 - 14.01.2023 18:00 (CET/CEST)","0","1905","2345"
"BZN|BE","14.01.2023 18:00 - 14.01.2023 19:00 (CET/CEST)","0","1933","2300"
"BZN|BE","14.01.2023 19:00 - 14.01.2023 20:00 (CET/CEST)","0","1949","2148"
"BZN|BE","14.01.2023 20:00 - 14.01.2023 21:00 (CET/CEST)","0","1968","2027"
"BZN|BE","14.01.2023 21:00 - 14.01.2023 22:00 (CET/CEST)","0","1964","1868"
"BZN|BE","14.01.2023 22:00 - 14.01.2023 23:00 (CET/CEST)","0","1972","1782"
"BZN|BE","14.01.2023 23:00 - 15.01.2023 00:00 (CET/CEST)","0","1894","1724"
"BZN|BE","15.01.2023 00:00 - 15.01.2023 01:00 (CET/CEST)","0","1971","1573"
"BZN|BE","15.01.2023 01:00 - 15.01.2023 02:00 (CET/CEST)","0","1930","1468"
"BZN|BE","15.01.2023 02:00 - 15.01.2023 03:00 (CET/CEST)","0","1947","1386"
"BZN|BE","15.01.2023 03:00 - 15.01.2023 04:00 (CET/CEST)","0","1961","1448"
"BZN|BE","15.01.2023 04:00 - 15.01.2023 05:00 (CET/CEST)","0","2070","1583"
"BZN|BE","15.01.2023 05:00 - 15.01.2023 06:00 (CET/CEST)","0","2054","1746"
"BZN|BE","15.01.2023 06:00 - 15.01.2023 07:00 (CET/CEST)","0","2090","1837"
"BZN|BE","15.01.2023 07:00 - 15.01.2023 08:00 (CET/CEST)","0","2102","1917"
"BZN|BE","15.01.2023 08:00 - 15.01.2023 09:00 (CET/CEST)","1","2107","1965"
"BZN|BE","15.01.2023 09:00 - 15.01.2023 10:00 (CET/CEST)","224","2082","2050"
"BZN|BE","15.01.2023 10:00 - 15.01.2023 11:00 (CET/CEST)","755","2026","2152"
"BZN|BE","15.01.2023 11:00 - 15.01.2023 12:00 (CET/CEST)","1087","2043","2232"
"BZN|BE","15.01.2023 12:00 - 15.01.2023 13:00 (CET/CEST)","1081","1986","2275"
"BZN|BE","15.01.2023 13:00 - 15.01.2023 14:00 (CET/CEST)","848","2043","2288"
"BZN|BE","15.01.2023 14:00 - 15.01.2023 15:00 (CET/CEST)","462","2089","2287"
"BZN|BE","15.01.2023 15:00 - 15.01.2023 16:00 (CET/CEST)","216","2015","2254"
"BZN|BE","15.01.2023 16:00 - 15.01.2023 17:00 (CET/CEST)","35","1962","2148"
"BZN|BE","15.01.2023 17:00 - 15.01.2023 18:00 (CET/CEST)","0","1832","1998"
"BZN|BE","15.01.2023 18:00 - 15.01.2023 19:00 (CET/CEST)","0","1682","1884"
"BZN|BE","15.01.2023 19:00 - 15.01.2023 20:00 (CET/CEST)","0","1806","1583"
"BZN|BE","15.01.2023 20:00 - 15.01.2023 21:00 (CET/CEST)","0","1318","1702"
"BZN|BE","15.01.2023 21:00 - 15.01.2023 22:00 (CET/CEST)","0","1114","1803"
"BZN|BE","15.01.2023 22:00 - 15.01.2023 23:00 (CET/CEST)","0","1173","1842"
"BZN|BE","15.01.2023 23:00 - 16.01.2023 00:00 (CET/CEST)","0","1114","1705"
"BZN|BE","16.01.2023 00:00 - 16.01.2023 01:00 (CET/CEST)","0","981","1440"
"BZN|BE","16.01.2023 01:00 - 16.01.2023 02:00 (CET/CEST)","0","1445","1261"
"BZN|BE","16.01.2023 02:00 - 16.01.2023 03:00 (CET/CEST)","0","1328","1217"
"BZN|BE","16.01.2023 03:00 - 16.01.2023 04:00 (CET/CEST)","0","1306","1351"
"BZN|BE","16.01.2023 04:00 - 16.01.2023 05:00 (CET/CEST)","0","1336","1458"
"BZN|BE","16.01.2023 05:00 - 16.01.2023 06:00 (CET/CEST)","0","1540","1653"
"BZN|BE","16.01.2023 06:00 - 16.01.2023 07:00 (CET/CEST)","0","1852","1911"
"BZN|BE","16.01.2023 07:00 - 16.01.2023 08:00 (CET/CEST)","0","1803","1974"
"BZN|BE","16.01.2023 08:00 - 16.01.2023 09:00 (CET/CEST)","0","1613","1946"
"BZN|BE","16.01.2023 09:00 - 16.01.2023 10:00 (CET/CEST)","99","1301","1701"
"BZN|BE","16.01.2023 10:00 - 16.01.2023 11:00 (CET/CEST)","403","886","1505"
"BZN|BE","16.01.2023 11:00 - 16.01.2023 12:00 (CET/CEST)","620","538","1172"
"BZN|BE","16.01.2023 12:00 - 16.01.2023 13:00 (CET/CEST)","640","431","943"
"BZN|BE","16.01.2023 13:00 - 16.01.2023 14:00 (CET/CEST)","579","1032","753"
"BZN|BE","16.01.2023 14:00 - 16.01.2023 15:00 (CET/CEST)","360","2001","713"
"BZN|BE","16.01.2023 15:00 - 16.01.2023 16:00 (CET/CEST)","171","2105","916"
"BZN|BE","16.01.2023 16:00 - 16.01.2023 17:00 (CET/CEST)","46","2105","1400"
"BZN|BE","16.01.2023 17:00 - 16.01.2023 18:00 (CET/CEST)","0","2101","1820"
"BZN|BE","16.01.2023 18:00 - 16.01.2023 19:00 (CET/CEST)","0","2078","2099"
"BZN|BE","16.01.2023 19:00 - 16.01.2023 20:00 (CET/CEST)","0","2081","2048"
"BZN|BE","16.01.2023 20:00 - 16.01.2023 21:00 (CET/CEST)","0","2082","1950"
"BZN|BE","16.01.2023 21:00 - 16.01.2023 22:00 (CET/CEST)","0","1990","1877"
"BZN|BE","16.01.2023 22:00 - 16.01.2023 23:00 (CET/CEST)","0","1690","1748"
"BZN|BE","16.01.2023 23:00 - 17.01.2023 00:00 (CET/CEST)","0","1377","1506"
"BZN|BE","17.01.2023 00:00 - 17.01.2023 01:00 (CET/CEST)","0","1005","1109"
"BZN|BE","17.01.2023 01:00 - 17.01.2023 02:00 (CET/CEST)","0","705","870"
"BZN|BE","17.01.2023 02:00 - 17.01.2023 03:00 (CET/CEST)","0","488","680"
"BZN|BE","17.01.2023 03:00 - 17.01.2023 04:00 (CET/CEST)","0","407","569"
"BZN|BE","17.01.2023 04:00 - 17.01.2023 05:00 (CET/CEST)","0","204","452"
"BZN|BE","17.01.2023 05:00 - 17.01.2023 06:00 (CET/CEST)","0","107","374"
"BZN|BE","17.01.2023 06:00 - 17.01.2023 07:00 (CET/CEST)","0","105","276"
"BZN|BE","17.01.2023 07:00 - 17.01.2023 08:00 (CET/CEST)","0","91","165"
"BZN|BE","17.01.2023 08:00 - 17.01.2023 09:00 (CET/CEST)","21","50","72"
"BZN|BE","17.01.2023 09:00 - 17.01.2023 10:00 (CET/CEST)","570","12","44"
"BZN|BE","17.01.2023 10:00 - 17.01.2023 11:00 (CET/CEST)","1145","7","45"
"BZN|BE","17.01.2023 11:00 - 17.01.2023 12:00 (CET/CEST)","1788","6","23"
"BZN|BE","17.01.2023 12:00 - 17.01.2023 13:00 (CET/CEST)","2451","","10"
"BZN|BE","17.01.2023 13:00 - 17.01.2023 14:00 (CET/CEST)","2216","2","6"
"BZN|BE","17.01.2023 14:00 - 17.01.2023 15:00 (CET/CEST)","1495","16","6"
"BZN|BE","17.01.2023 15:00 - 17.01.2023 16:00 (CET/CEST)","748","55","8"
"BZN|BE","17.01.2023 16:00 - 17.01.2023 17:00 (CET/CEST)","165","69","15"
"BZN|BE","17.01.2023 17:00 - 17.01.2023 18:00 (CET/CEST)","1","50","36"
"BZN|BE","17.01.2023 18:00 - 17.01.2023 19:00 (CET/CEST)","0","45","51"
"BZN|BE","17.01.2023 19:00 - 17.01.2023 20:00 (CET/CEST)","0","60","60"
"BZN|BE","17.01.2023 20:00 - 17.01.2023 21:00 (CET/CEST)","0","70","73"
"BZN|BE","17.01.2023 21:00 - 17.01.2023 22:00 (CET/CEST)","0","77","83"
"BZN|BE","17.01.2023 22:00 - 17.01.2023 23:00 (CET/CEST)","0","73","105"
"BZN|BE","17.01.2023 23:00 - 18.01.2023 00:00 (CET/CEST)","0","152","118"
"BZN|BE","18.01.2023 00:00 - 18.01.2023 01:00 (CET/CEST)","0","273","114"
"BZN|BE","18.01.2023 01:00 - 18.01.2023 02:00 (CET/CEST)","0","454","135"
"BZN|BE","18.01.2023 02:00 - 18.01.2023 03:00 (CET/CEST)","0","642","166"
"BZN|BE","18.01.2023 03:00 - 18.01.2023 04:00 (CET/CEST)","0","697","165"
"BZN|BE","18.01.2023 04:00 - 18.01.2023 05:00 (CET/CEST)","0","811","195"
"BZN|BE","18.01.2023 05:00 - 18.01.2023 06:00 (CET/CEST)","0","1039","283"
"BZN|BE","18.01.2023 06:00 - 18.01.2023 07:00 (CET/CEST)","0","1020","367"
"BZN|BE","18.01.2023 07:00 - 18.01.2023 08:00 (CET/CEST)","0","999","440"
"BZN|BE","18.01.2023 08:00 - 18.01.2023 09:00 (CET/CEST)","4","972","546"
"BZN|BE","18.01.2023 09:00 - 18.01.2023 10:00 (CET/CEST)","205","1116","648"
"BZN|BE","18.01.2023 10:00 - 18.01.2023 11:00 (CET/CEST)","903","1102","592"
"BZN|BE","18.01.2023 11:00 - 18.01.2023 12:00 (CET/CEST)","1963","1298","474"
"BZN|BE","18.01.2023 12:00 - 18.01.2023 13:00 (CET/CEST)","2448","1355","441"
"BZN|BE","18.01.2023 13:00 - 18.01.2023 14:00 (CET/CEST)","2346","1215","507"
"BZN|BE","18.01.2023 14:00 - 18.01.2023 15:00 (CET/CEST)","1649","1490","548"
"BZN|BE","18.01.2023 15:00 - 18.01.2023 16:00 (CET/CEST)","814","1300","556"
"BZN|BE","18.01.2023 16:00 - 18.01.2023 17:00 (CET/CEST)","181","840","644"
"BZN|BE","18.01.2023 17:00 - 18.01.2023 18:00 (CET/CEST)","1","1109","883"
"BZN|BE","18.01.2023 18:00 - 18.01.2023 19:00 (CET/CEST)","0","1155","1080"
"BZN|BE","18.01.2023 19:00 - 18.01.2023 20:00 (CET/CEST)","0","1123","1085"
"BZN|BE","18.01.2023 20:00 - 18.01.2023 21:00 (CET/CEST)","0","1232","1019"
"BZN|BE","18.01.2023 21:00 - 18.01.2023 22:00 (CET/CEST)","0","1705","984"
"BZN|BE","18.01.2023 22:00 - 18.01.2023 23:00 (CET/CEST)","0","1514","1011"
"BZN|BE","18.01.2023 23:00 - 19.01.2023 00:00 (CET/CEST)","0","1686","1043"
"BZN|BE","19.01.2023 00:00 - 19.01.2023 01:00 (CET/CEST)","0","1630","1020"
"BZN|BE","19.01.2023 01:00 - 19.01.2023 02:00 (CET/CEST)","0","1170","1072"
"BZN|BE","19.01.2023 02:00 - 19.01.2023 03:00 (CET/CEST)","0","1028","1107"
"BZN|BE","19.01.2023 03:00 - 19.01.2023 04:00 (CET/CEST)","0","1106","989"
"BZN|BE","19.01.2023 04:00 - 19.01.2023 05:00 (CET/CEST)","0","710","925"
"BZN|BE","19.01.2023 05:00 - 19.01.2023 06:00 (CET/CEST)","0","612","840"
"BZN|BE","19.01.2023 06:00 - 19.01.2023 07:00 (CET/CEST)","0","467","744"
"BZN|BE","19.01.2023 07:00 - 19.01.2023 08:00 (CET/CEST)","0","435","673"
"BZN|BE","19.01.2023 08:00 - 19.01.2023 09:00 (CET/CEST)","3","369","641"
"BZN|BE","19.01.2023 09:00 - 19.01.2023 10:00 (CET/CEST)","210","339","621"
"BZN|BE","19.01.2023 10:00 - 19.01.2023 11:00 (CET/CEST)","554","414","539"
"BZN|BE","19.01.2023 11:00 - 19.01.2023 12:00 (CET/CEST)","932","520","425"
"BZN|BE","19.01.2023 12:00 - 19.01.2023 13:00 (CET/CEST)","1172","456","342"
"BZN|BE","19.01.2023 13:00 - 19.01.2023 14:00 (CET/CEST)","1114","294","304"
"BZN|BE","19.01.2023 14:00 - 19.01.2023 15:00 (CET/CEST)","935","216","240"
"BZN|BE","19.01.2023 15:00 - 19.01.2023 16:00 (CET/CEST)","533","168","193"
"BZN|BE","19.01.2023 16:00 - 19.01.2023 17:00 (CET/CEST)","151","191","177"
"BZN|BE","19.01.2023 17:00 - 19.01.2023 18:00 (CET/CEST)","2","294","192"
"BZN|BE","19.01.2023 18:00 - 19.01.2023 19:00 (CET/CEST)","0","494","230"
"BZN|BE","19.01.2023 19:00 - 19.01.2023 20:00 (CET/CEST)","0","618","287"
"BZN|BE","19.01.2023 20:00 - 19.01.2023 21:00 (CET/CEST)","0","636","339"
"BZN|BE","19.01.2023 21:00 - 19.01.2023 22:00 (CET/CEST)","0","566","339"
"BZN|BE","19.01.2023 22:00 - 19.01.2023 23:00 (CET/CEST)","0","549","269"
"BZN|BE","19.01.2023 23:00 - 20.01.2023 00:00 (CET/CEST)","0","445","233"
"BZN|BE","20.01.2023 00:00 - 20.01.2023 01:00 (CET/CEST)","0","531","211"
"BZN|BE","20.01.2023 01:00 - 20.01.2023 02:00 (CET/CEST)","0","493","193"
"BZN|BE","20.01.2023 02:00 - 20.01.2023 03:00 (CET/CEST)","0","464","208"
"BZN|BE","20.01.2023 03:00 - 20.01.2023 04:00 (CET/CEST)","0","597","230"
"BZN|BE","20.01.2023 04:00 - 20.01.2023 05:00 (CET/CEST)","0","836","235"
"BZN|BE","20.01.2023 05:00 - 20.01.2023 06:00 (CET/CEST)","0","1262","260"
"BZN|BE","20.01.2023 06:00 - 20.01.2023 07:00 (CET/CEST)","0","1473","303"
"BZN|BE","20.01.2023 07:00 - 20.01.2023 08:00 (CET/CEST)","0","1277","388"
"BZN|BE","20.01.2023 08:00 - 20.01.2023 09:00 (CET/CEST)","2","1327","421"
"BZN|BE","20.01.2023 09:00 - 20.01.2023 10:00 (CET/CEST)","72","1305","505"
"BZN|BE","20.01.2023 10:00 - 20.01.2023 11:00 (CET/CEST)","255","1360","535"
"BZN|BE","20.01.2023 11:00 - 20.01.2023 12:00 (CET/CEST)","493","1624","601"
"BZN|BE","20.01.2023 12:00 - 20.01.2023 13:00 (CET/CEST)","528","1688","703"
"BZN|BE","20.01.2023 13:00 - 20.01.2023 14:00 (CET/CEST)","406","1804","765"
"BZN|BE","20.01.2023 14:00 - 20.01.2023 15:00 (CET/CEST)","288","1850","786"
"BZN|BE","20.01.2023 15:00 - 20.01.2023 16:00 (CET/CEST)","247","1857","720"
"BZN|BE","20.01.2023 16:00 - 20.01.2023 17:00 (CET/CEST)","93","1942","698"
"BZN|BE","20.01.2023 17:00 - 20.01.2023 18:00 (CET/CEST)","4","1783","576"
"BZN|BE","20.01.2023 18:00 - 20.01.2023 19:00 (CET/CEST)","0","1645","489"
"BZN|BE","20.01.2023 19:00 - 20.01.2023 20:00 (CET/CEST)","0","1930","478"
"BZN|BE","20.01.2023 20:00 - 20.01.2023 21:00 (CET/CEST)","0","1649","501"
"BZN|BE","20.01.2023 21:00 - 20.01.2023 22:00 (CET/CEST)","0","1622","575"
"BZN|BE","20.01.2023 22:00 - 20.01.2023 23:00 (CET/CEST)","0","1518","646"
"BZN|BE","20.01.2023 23:00 - 21.01.2023 00:00 (CET/CEST)","0","1188","659"
"BZN|BE","21.01.2023 00:00 - 21.01.2023 01:00 (CET/CEST)","0","1040","648"
"BZN|BE","21.01.2023 01:00 - 21.01.2023 02:00 (CET/CEST)","0","821","605"
"BZN|BE","21.01.2023 02:00 - 21.01.2023 03:00 (CET/CEST)","0","794","561"
"BZN|BE","21.01.2023 03:00 - 21.01.2023 04:00 (CET/CEST)","0","763","501"
"BZN|BE","21.01.2023 04:00 - 21.01.2023 05:00 (CET/CEST)","0","696","468"
"BZN|BE","21.01.2023 05:00 - 21.01.2023 06:00 (CET/CEST)","0","621","453"
"BZN|BE","21.01.2023 06:00 - 21.01.2023 07:00 (CET/CEST)","0","486","436"
"BZN|BE","21.01.2023 07:00 - 21.01.2023 08:00 (CET/CEST)","0","286","413"
"BZN|BE","21.01.2023 08:00 - 21.01.2023 09:00 (CET/CEST)","7","215","395"
"BZN|BE","21.01.2023 09:00 - 21.01.2023 10:00 (CET/CEST)","188","191","330"
"BZN|BE","21.01.2023 10:00 - 21.01.2023 11:00 (CET/CEST)","695","172","220"
"BZN|BE","21.01.2023 11:00 - 21.01.2023 12:00 (CET/CEST)","1330","77","125"
"BZN|BE","21.01.2023 12:00 - 21.01.2023 13:00 (CET/CEST)","1311","79","133"
"BZN|BE","21.01.2023 13:00 - 21.01.2023 14:00 (CET/CEST)","1291","63","232"
"BZN|BE","21.01.2023 14:00 - 21.01.2023 15:00 (CET/CEST)","1076","126","314"
"BZN|BE","21.01.2023 15:00 - 21.01.2023 16:00 (CET/CEST)","599","103","291"
"BZN|BE","21.01.2023 16:00 - 21.01.2023 17:00 (CET/CEST)","217","129","270"
"BZN|BE","21.01.2023 17:00 - 21.01.2023 18:00 (CET/CEST)","4","147","276"
"BZN|BE","21.01.2023 18:00 - 21.01.2023 19:00 (CET/CEST)","0","139","253"
"BZN|BE","21.01.2023 19:00 - 21.01.2023 20:00 (CET/CEST)","0","152","275"
"BZN|BE","21.01.2023 20:00 - 21.01.2023 21:00 (CET/CEST)","0","156","304"
"BZN|BE","21.01.2023 21:00 - 21.01.2023 22:00 (CET/CEST)","0","144","348"
"BZN|BE","21.01.2023 22:00 - 21.01.2023 23:00 (CET/CEST)","0","282","306"
"BZN|BE","21.01.2023 23:00 - 22.01.2023 00:00 (CET/CEST)","0","314","296"
"BZN|BE","22.01.2023 00:00 - 22.01.2023 01:00 (CET/CEST)","0","309","270"
"BZN|BE","22.01.2023 01:00 - 22.01.2023 02:00 (CET/CEST)","0","400","279"
"BZN|BE","22.01.2023 02:00 - 22.01.2023 03:00 (CET/CEST)","0","407","249"
"BZN|BE","22.01.2023 03:00 - 22.01.2023 04:00 (CET/CEST)","0","402","229"
"BZN|BE","22.01.2023 04:00 - 22.01.2023 05:00 (CET/CEST)","0","403","262"
"BZN|BE","22.01.2023 05:00 - 22.01.2023 06:00 (CET/CEST)","0","372","288"
"BZN|BE","22.01.2023 06:00 - 22.01.2023 07:00 (CET/CEST)","0","433","289"
"BZN|BE","22.01.2023 07:00 - 22.01.2023 08:00 (CET/CEST)","0","543","305"
"BZN|BE","22.01.2023 08:00 - 22.01.2023 09:00 (CET/CEST)","9","625","295"
"BZN|BE","22.01.2023 09:00 - 22.01.2023 10:00 (CET/CEST)","168","722","255"
"BZN|BE","22.01.2023 10:00 - 22.01.2023 11:00 (CET/CEST)","422","696","231"
"BZN|BE","22.01.2023 11:00 - 22.01.2023 12:00 (CET/CEST)","641","569","204"
"BZN|BE","22.01.2023 12:00 - 22.01.2023 13:00 (CET/CEST)","574","472","200"
"BZN|BE","22.01.2023 13:00 - 22.01.2023 14:00 (CET/CEST)","318","478","193"
"BZN|BE","22.01.2023 14:00 - 22.01.2023 15:00 (CET/CEST)","199","590","199"
"BZN|BE","22.01.2023 15:00 - 22.01.2023 16:00 (CET/CEST)","113","581","215"
"BZN|BE","22.01.2023 16:00 - 22.01.2023 17:00 (CET/CEST)","33","638","178"
"BZN|BE","22.01.2023 17:00 - 22.01.2023 18:00 (CET/CEST)","0","640","136"
"BZN|BE","22.01.2023 18:00 - 22.01.2023 19:00 (CET/CEST)","0","688","140"
"BZN|BE","22.01.2023 19:00 - 22.01.2023 20:00 (CET/CEST)","0","734","144"
"BZN|BE","22.01.2023 20:00 - 22.01.2023 21:00 (CET/CEST)","0","529","142"
"BZN|BE","22.01.2023 21:00 - 22.01.2023 22:00 (CET/CEST)","0","276","124"
"BZN|BE","22.01.2023 22:00 - 22.01.2023 23:00 (CET/CEST)","0","267","110"
"BZN|BE","22.01.2023 23:00 - 23.01.2023 00:00 (CET/CEST)","0","172","99"
"BZN|BE","23.01.2023 00:00 - 23.01.2023 01:00 (CET/CEST)","0","162","99"
"BZN|BE","23.01.2023 01:00 - 23.01.2023 02:00 (CET/CEST)","0","181","99"
"BZN|BE","23.01.2023 02:00 - 23.01.2023 03:00 (CET/CEST)","0","202","101"
"BZN|BE","23.01.2023 03:00 - 23.01.2023 04:00 (CET/CEST)","0","210","113"
"BZN|BE","23.01.2023 04:00 - 23.01.2023 05:00 (CET/CEST)","0","193","117"
"BZN|BE","23.01.2023 05:00 - 23.01.2023 06:00 (CET/CEST)","0","220","115"
"BZN|BE","23.01.2023 06:00 - 23.01.2023 07:00 (CET/CEST)","0","185","105"
"BZN|BE","23.01.2023 07:00 - 23.01.2023 08:00 (CET/CEST)","0","178","105"
"BZN|BE","23.01.2023 08:00 - 23.01.2023 09:00 (CET/CEST)","1","199","110"
"BZN|BE","23.01.2023 09:00 - 23.01.2023 10:00 (CET/CEST)","53","196","131"
"BZN|BE","23.01.2023 10:00 - 23.01.2023 11:00 (CET/CEST)","189","213","137"
"BZN|BE","23.01.2023 11:00 - 23.01.2023 12:00 (CET/CEST)","331","172","133"
"BZN|BE","23.01.2023 12:00 - 23.01.2023 13:00 (CET/CEST)","466","158","135"
"BZN|BE","23.01.2023 13:00 - 23.01.2023 14:00 (CET/CEST)","563","134","174"
"BZN|BE","23.01.2023 14:00 - 23.01.2023 15:00 (CET/CEST)","421","198","250"
"BZN|BE","23.01.2023 15:00 - 23.01.2023 16:00 (CET/CEST)","283","159","338"
"BZN|BE","23.01.2023 16:00 - 23.01.2023 17:00 (CET/CEST)","68","155","417"
"BZN|BE","23.01.2023 17:00 - 23.01.2023 18:00 (CET/CEST)","1","183","527"
"BZN|BE","23.01.2023 18:00 - 23.01.2023 19:00 (CET/CEST)","0","200","555"
"BZN|BE","23.01.2023 19:00 - 23.01.2023 20:00 (CET/CEST)","0","211","498"
"BZN|BE","23.01.2023 20:00 - 23.01.2023 21:00 (CET/CEST)","0","256","480"
"BZN|BE","23.01.2023 21:00 - 23.01.2023 22:00 (CET/CEST)","0","354","530"
"BZN|BE","23.01.2023 22:00 - 23.01.2023 23:00 (CET/CEST)","0","413","583"
"BZN|BE","23.01.2023 23:00 - 24.01.2023 00:00 (CET/CEST)","0","406","575"
"BZN|BE","24.01.2023 00:00 - 24.01.2023 01:00 (CET/CEST)","0","401","570"
"BZN|BE","24.01.2023 01:00 - 24.01.2023 02:00 (CET/CEST)","0","413","589"
"BZN|BE","24.01.2023 02:00 - 24.01.2023 03:00 (CET/CEST)","0","334","585"
