,BE Generation,BE Load,BE Solar,BE Wind,Price
2018-01-01 00:00:00,9572.0,8781.25,0.0,2253.0,4.74
2018-01-01 01:00:00,9484.0,8531.5,0.0,2247.0,3.66
2018-01-01 02:00:00,9584.0,8336.5,0.0,2220.0,1.26
2018-01-01 03:00:00,9377.0,8246.5,0.0,2174.0,-20.1
2018-01-01 04:00:00,9847.0,8223.25,0.0,2123.0,-31.82
2018-01-01 05:00:00,9745.0,8083.0,0.0,2086.0,-28.66
2018-01-01 06:00:00,9650.0,7952.5,0.0,2052.0,-13.71
2018-01-01 07:00:00,9129.0,7951.5,1.0,2019.0,-19.33
2018-01-01 08:00:00,9056.0,8109.25,35.0,1999.0,-15.78
2018-01-01 09:00:00,8871.0,8395.25,115.0,1962.0,-12.05
2018-01-01 10:00:00,8937.0,8715.0,183.0,1886.0,-0.42
2018-01-01 11:00:00,9089.0,8772.25,205.0,1727.0,2.3
2018-01-01 12:00:00,8957.0,8621.75,165.0,1481.0,2.3
2018-01-01 13:00:00,8850.0,8568.75,101.0,1239.0,13.76
2018-01-01 14:00:00,8464.0,8673.0,48.0,1042.0,15.43
2018-01-01 15:00:00,8319.0,9148.75,7.0,887.0,25.46
2018-01-01 16:00:00,8497.0,9408.25,0.0,945.0,32.7
2018-01-01 17:00:00,9404.0,9328.25,0.0,1214.0,32.7
2018-01-01 18:00:00,8900.0,9104.0,0.0,1412.0,23.42
2018-01-01 19:00:00,8716.0,8999.0,0.0,1549.0,20.34
2018-01-01 20:00:00,8715.0,9262.0,0.0,1697.0,21.95
2018-01-01 21:00:00,8737.0,9493.5,0.0,1785.0,23.52
2018-01-01 22:00:00,9017.0,10977.5,0.0,1797.0,16.35
2018-01-01 23:00:00,8955.0,9266.0,0.0,1745.0,13.02
2018-01-02 00:00:00,8957.0,8153.0,0.0,1789.0,8.45
2018-01-02 01:00:00,9673.0,7842.5,0.0,1823.0,5.09
2018-01-02 02:00:00,9856.0,7725.25,0.0,1828.0,1.64
2018-01-02 03:00:00,9914.0,7847.5,0.0,1781.0,1.41
2018-01-02 04:00:00,9876.0,8326.5,0.0,1667.0,8.36
2018-01-02 05:00:00,9693.0,9297.25,0.0,1496.0,22.58
2018-01-02 06:00:00,8923.0,10008.75,0.0,1285.0,41.92
2018-01-02 07:00:00,9186.0,10656.25,1.0,1063.0,47.95
2018-01-02 08:00:00,9135.0,11420.0,61.0,903.0,49.9
2018-01-02 09:00:00,9851.0,11708.25,203.0,845.0,50.0
2018-01-02 10:00:00,10488.0,11636.25,295.0,835.0,49.7
2018-01-02 11:00:00,10430.0,11494.5,306.0,839.0,48.16
2018-01-02 12:00:00,10117.0,11384.0,259.0,889.0,47.24
2018-01-02 13:00:00,9617.0,11352.25,186.0,1035.0,46.1
2018-01-02 14:00:00,9508.0,11334.5,94.0,1264.0,43.86
2018-01-02 15:00:00,9940.0,11893.75,13.0,1500.0,43.64
2018-01-02 16:00:00,9906.0,12125.75,0.0,1720.0,47.37
2018-01-02 17:00:00,10467.0,11776.75,0.0,1895.0,46.08
2018-01-02 18:00:00,10563.0,11200.5,0.0,1975.0,41.08
2018-01-02 19:00:00,10097.0,10675.0,0.0,1978.0,34.94
2018-01-02 20:00:00,9681.0,10647.5,0.0,1969.0,25.46
2018-01-02 21:00:00,9456.0,10759.0,0.0,1979.0,24.71
2018-01-02 22:00:00,9414.0,10353.25,0.0,2025.0,19.89
2018-01-02 23:00:00,9495.0,9558.0,0.0,2122.0,15.13
2018-01-03 00:00:00,9695.0,8957.25,0.0,2181.0,9.25
2018-01-03 01:00:00,10599.0,8713.25,0.0,2211.0,8.55
2018-01-03 02:00:00,9927.0,8744.5,0.0,2203.0,5.64
2018-01-03 03:00:00,10582.0,9075.75,0.0,2150.0,4.11
2018-01-03 04:00:00,10653.0,9785.75,0.0,2100.0,7.37
2018-01-03 05:00:00,10033.0,10549.75,0.0,2058.0,14.89
2018-01-03 06:00:00,9767.0,11344.0,0.0,2017.0,25.73
2018-01-03 07:00:00,9568.0,11709.5,1.0,2013.0,29.59
2018-01-03 08:00:00,9501.0,11968.5,66.0,2019.0,29.21
2018-01-03 09:00:00,9393.0,12139.25,211.0,2004.0,30.0
2018-01-03 10:00:00,9900.0,12020.75,306.0,1982.0,30.0
2018-01-03 11:00:00,10163.0,11856.25,324.0,1973.0,26.39
2018-01-03 12:00:00,10349.0,11880.75,307.0,1982.0,30.0
2018-01-03 13:00:00,10250.0,11880.75,236.0,2012.0,30.0
2018-01-03 14:00:00,10265.0,11821.5,123.0,2057.0,32.87
2018-01-03 15:00:00,10506.0,12454.75,19.0,2085.0,37.5
2018-01-03 16:00:00,10203.0,12756.25,0.0,2088.0,34.55
2018-01-03 17:00:00,10586.0,12371.0,0.0,2092.0,36.67
2018-01-03 18:00:00,10512.0,11617.0,0.0,2097.0,26.27
2018-01-03 19:00:00,10035.0,10938.0,0.0,2109.0,27.32
2018-01-03 20:00:00,9788.0,10822.25,0.0,2120.0,21.23
2018-01-03 21:00:00,9660.0,11058.5,0.0,2105.0,20.22
2018-01-03 22:00:00,9548.0,10530.0,0.0,2068.0,20.95
2018-01-03 23:00:00,9558.0,9687.75,0.0,1995.0,19.0
2018-01-04 00:00:00,10140.0,9156.5,0.0,1927.0,9.2
2018-01-04 01:00:00,10591.0,8891.25,0.0,1822.0,8.66
2018-01-04 02:00:00,10588.0,8856.5,0.0,1675.0,7.7
2018-01-04 03:00:00,10365.0,9109.5,0.0,1493.0,9.8
2018-01-04 04:00:00,10210.0,9826.75,0.0,1231.0,14.69
2018-01-04 05:00:00,9730.0,10612.25,0.0,916.0,24.24
2018-01-04 06:00:00,8623.0,11362.0,0.0,649.0,33.59
2018-01-04 07:00:00,8631.0,11725.75,0.0,494.0,40.45
2018-01-04 08:00:00,8966.0,11971.0,9.0,431.0,41.97
2018-01-04 09:00:00,8988.0,12118.5,26.0,448.0,44.91
2018-01-04 10:00:00,9163.0,12002.75,43.0,631.0,49.54
2018-01-04 11:00:00,9504.0,11860.5,65.0,918.0,46.04
2018-01-04 12:00:00,10119.0,11729.5,87.0,1240.0,51.34
2018-01-04 13:00:00,10728.0,11677.0,83.0,1626.0,51.68
2018-01-04 14:00:00,11124.0,11650.5,43.0,1955.0,53.52
2018-01-04 15:00:00,11125.0,12233.5,8.0,2097.0,53.18
2018-01-04 16:00:00,11202.0,12523.75,0.0,2135.0,53.08
2018-01-04 17:00:00,11502.0,12182.25,0.0,2158.0,49.96
2018-01-04 18:00:00,11055.0,11525.0,0.0,2176.0,46.73
2018-01-04 19:00:00,10673.0,10965.25,0.0,2184.0,41.57
2018-01-04 20:00:00,10233.0,11010.25,0.0,2171.0,37.09
2018-01-04 21:00:00,10000.0,11193.75,0.0,2137.0,33.92
2018-01-04 22:00:00,9883.0,10467.5,0.0,2074.0,31.5
2018-01-04 23:00:00,9741.0,9750.0,0.0,1926.0,16.83
2018-01-05 00:00:00,9937.0,9294.0,0.0,1815.0,11.73
2018-01-05 01:00:00,10074.0,8988.75,0.0,1607.0,6.86
2018-01-05 02:00:00,9866.0,8939.75,0.0,1428.0,0.55
2018-01-05 03:00:00,9862.0,9224.0,0.0,1401.0,13.91
2018-01-05 04:00:00,10211.0,9921.75,0.0,1479.0,17.2
2018-01-05 05:00:00,10187.0,10701.0,0.0,1554.0,25.8
2018-01-05 06:00:00,9257.0,11391.25,0.0,1487.0,35.65
2018-01-05 07:00:00,9389.0,11804.75,1.0,1457.0,39.0
2018-01-05 08:00:00,9705.0,11912.0,47.0,1490.0,37.4
2018-01-05 09:00:00,9448.0,11997.75,155.0,1495.0,39.23
2018-01-05 10:00:00,9645.0,11976.75,246.0,1489.0,39.4
2018-01-05 11:00:00,9560.0,11716.0,301.0,1454.0,41.69
2018-01-05 12:00:00,9771.0,11466.5,284.0,1346.0,47.0
2018-01-05 13:00:00,9593.0,11382.75,218.0,1207.0,44.08
2018-01-05 14:00:00,9572.0,11641.75,116.0,1090.0,47.1
2018-01-05 15:00:00,9840.0,12273.25,19.0,955.0,47.77
2018-01-05 16:00:00,9945.0,12456.5,0.0,857.0,56.35
2018-01-05 17:00:00,10500.0,12018.75,0.0,827.0,57.42
2018-01-05 18:00:00,10476.0,11399.75,0.0,828.0,53.99
2018-01-05 19:00:00,10244.0,10878.0,0.0,810.0,42.36
2018-01-05 20:00:00,9656.0,10766.0,0.0,754.0,39.9
2018-01-05 21:00:00,9043.0,10854.5,0.0,675.0,39.97
2018-01-05 22:00:00,8923.0,10229.5,0.0,596.0,36.27
2018-01-05 23:00:00,8798.0,9218.0,0.0,889.0,29.45
2018-01-06 00:00:00,8661.0,8662.5,0.0,730.0,28.55
2018-01-06 01:00:00,8831.0,8347.25,0.0,586.0,28.18
2018-01-06 02:00:00,9333.0,8267.5,0.0,477.0,29.66
2018-01-06 03:00:00,9184.0,8298.75,0.0,380.0,30.31
2018-01-06 04:00:00,8916.0,8568.75,0.0,299.0,30.23
2018-01-06 05:00:00,8449.0,8759.25,0.0,231.0,30.0
2018-01-06 06:00:00,8326.0,9284.5,0.0,175.0,31.36
2018-01-06 07:00:00,8113.0,9767.5,1.0,134.0,34.19
2018-01-06 08:00:00,8021.0,10221.25,40.0,108.0,41.11
2018-01-06 09:00:00,8307.0,10487.25,130.0,91.0,44.0
2018-01-06 10:00:00,8532.0,10652.75,200.0,83.0,43.74
2018-01-06 11:00:00,8590.0,10508.25,218.0,93.0,44.43
2018-01-06 12:00:00,8670.0,10356.0,201.0,127.0,42.9
2018-01-06 13:00:00,8508.0,10295.75,152.0,197.0,38.7
2018-01-06 14:00:00,8380.0,10362.5,77.0,326.0,37.4
2018-01-06 15:00:00,8406.0,10935.5,13.0,506.0,43.66
2018-01-06 16:00:00,8758.0,11192.0,0.0,692.0,47.0
2018-01-06 17:00:00,9359.0,10870.75,0.0,867.0,49.98
2018-01-06 18:00:00,9264.0,10442.75,0.0,1010.0,45.9
2018-01-06 19:00:00,9218.0,9989.75,0.0,1116.0,40.9
2018-01-06 20:00:00,9150.0,9934.25,0.0,1209.0,33.69
2018-01-06 21:00:00,8940.0,10128.0,0.0,1289.0,36.26
2018-01-06 22:00:00,8941.0,9777.75,0.0,1344.0,29.03
2018-01-06 23:00:00,9002.0,8948.75,0.0,1337.0,21.87
2018-01-07 00:00:00,9037.0,8333.25,0.0,1411.0,15.98
2018-01-07 01:00:00,9066.0,8064.25,0.0,1496.0,15.99
2018-01-07 02:00:00,9181.0,7901.75,0.0,1586.0,14.0
2018-01-07 03:00:00,9569.0,7917.5,0.0,1662.0,12.51
2018-01-07 04:00:00,9967.0,8113.5,0.0,1723.0,13.21
2018-01-07 05:00:00,9833.0,8294.0,0.0,1773.0,12.17
2018-01-07 06:00:00,9777.0,8654.75,0.0,1809.0,13.02
2018-01-07 07:00:00,9756.0,9052.5,1.0,1837.0,17.52
2018-01-07 08:00:00,9596.0,9546.25,48.0,1859.0,19.58
2018-01-07 09:00:00,9414.0,9985.5,150.0,1873.0,22.14
2018-01-07 10:00:00,9603.0,10274.0,241.0,1878.0,28.44
2018-01-07 11:00:00,9919.0,10160.5,302.0,1875.0,29.52
2018-01-07 12:00:00,10321.0,9815.25,296.0,1869.0,27.08
2018-01-07 13:00:00,10232.0,9634.0,236.0,1860.0,20.32
2018-01-07 14:00:00,10090.0,9716.0,126.0,1858.0,21.2
2018-01-07 15:00:00,9901.0,10625.5,22.0,1860.0,27.4
2018-01-07 16:00:00,9744.0,11033.5,0.0,1867.0,33.59
2018-01-07 17:00:00,10213.0,10808.0,0.0,1875.0,34.34
2018-01-07 18:00:00,10152.0,10385.25,0.0,1875.0,32.33
2018-01-07 19:00:00,10580.0,9989.0,0.0,1868.0,31.44
2018-01-07 20:00:00,10233.0,10017.25,0.0,1854.0,28.94
2018-01-07 21:00:00,9527.0,10142.0,0.0,1835.0,29.69
2018-01-07 22:00:00,9395.0,9640.25,0.0,1816.0,27.01
2018-01-07 23:00:00,9487.0,9269.5,0.0,1736.0,18.91
2018-01-08 00:00:00,9228.0,8932.75,0.0,1708.0,15.15
2018-01-08 01:00:00,9664.0,8741.25,0.0,1682.0,15.11
2018-01-08 02:00:00,9749.0,8746.5,0.0,1652.0,13.42
2018-01-08 03:00:00,10014.0,9110.75,0.0,1622.0,12.91
2018-01-08 04:00:00,10007.0,10109.25,0.0,1594.0,17.1
2018-01-08 05:00:00,9564.0,11133.75,0.0,1565.0,30.03
2018-01-08 06:00:00,9273.0,11976.0,0.0,1534.0,42.93
2018-01-08 07:00:00,9601.0,12271.5,2.0,1500.0,44.95
2018-01-08 08:00:00,9949.0,12367.75,102.0,1467.0,46.2
2018-01-08 09:00:00,10568.0,12466.5,280.0,1428.0,50.0
2018-01-08 10:00:00,10617.0,12267.25,431.0,1373.0,59.53
2018-01-08 11:00:00,10701.0,12168.5,522.0,1313.0,43.8
2018-01-08 12:00:00,10566.0,12081.0,524.0,1277.0,44.0
2018-01-08 13:00:00,10835.0,12001.25,423.0,1265.0,46.61
2018-01-08 14:00:00,10782.0,11923.0,235.0,1262.0,40.97
2018-01-08 15:00:00,10521.0,12512.75,48.0,1271.0,53.89
2018-01-08 16:00:00,10151.0,13067.25,0.0,1293.0,64.93
2018-01-08 17:00:00,11124.0,12879.75,0.0,1297.0,70.0
2018-01-08 18:00:00,11269.0,12277.5,0.0,1265.0,50.0
2018-01-08 19:00:00,10836.0,11468.75,0.0,1220.0,50.0
2018-01-08 20:00:00,10581.0,11253.75,0.0,1161.0,40.7
2018-01-08 21:00:00,10032.0,11360.75,0.0,1089.0,50.0
2018-01-08 22:00:00,9965.0,10650.5,0.0,1018.0,45.19
2018-01-08 23:00:00,10049.0,10021.75,0.0,811.0,56.13
2018-01-09 00:00:00,9905.0,9603.0,0.0,790.0,36.5
2018-01-09 01:00:00,9661.0,9371.25,0.0,762.0,34.2
2018-01-09 02:00:00,9267.0,9342.25,0.0,718.0,31.75
2018-01-09 03:00:00,9410.0,9713.0,0.0,648.0,28.49
2018-01-09 04:00:00,9384.0,10647.75,0.0,559.0,36.5
2018-01-09 05:00:00,9387.0,11636.5,0.0,465.0,47.2
2018-01-09 06:00:00,9142.0,12299.0,0.0,382.0,75.75
2018-01-09 07:00:00,10284.0,12530.75,2.0,316.0,55.0
2018-01-09 08:00:00,10874.0,12535.5,106.0,268.0,60.84
2018-01-09 09:00:00,11205.0,12505.75,290.0,221.0,68.03
2018-01-09 10:00:00,10955.0,12264.25,434.0,197.0,64.51
2018-01-09 11:00:00,10942.0,12099.75,493.0,211.0,58.93
2018-01-09 12:00:00,10687.0,12040.5,473.0,233.0,61.78
2018-01-09 13:00:00,10660.0,12071.75,387.0,271.0,55.53
2018-01-09 14:00:00,10507.0,11980.25,232.0,327.0,48.03
2018-01-09 15:00:00,10280.0,12556.75,45.0,391.0,50.26
2018-01-09 16:00:00,10380.0,13024.5,0.0,481.0,64.32
2018-01-09 17:00:00,10995.0,12681.5,0.0,586.0,50.94
2018-01-09 18:00:00,10933.0,12052.25,0.0,694.0,48.94
2018-01-09 19:00:00,10706.0,11520.25,0.0,812.0,46.05
2018-01-09 20:00:00,10026.0,11368.0,0.0,885.0,42.91
2018-01-09 21:00:00,9092.0,11414.25,0.0,885.0,39.36
2018-01-09 22:00:00,8427.0,10837.5,0.0,881.0,39.6
2018-01-09 23:00:00,8418.0,10015.0,0.0,897.0,32.27
2018-01-10 00:00:00,8490.0,9519.5,0.0,909.0,29.08
2018-01-10 01:00:00,9483.0,9287.75,0.0,935.0,28.37
2018-01-10 02:00:00,9574.0,9295.75,0.0,980.0,29.38
2018-01-10 03:00:00,9211.0,9711.5,0.0,1038.0,33.42
2018-01-10 04:00:00,9235.0,10728.75,0.0,1100.0,31.27
2018-01-10 05:00:00,9383.0,11755.5,0.0,1155.0,34.87
2018-01-10 06:00:00,9063.0,12402.0,0.0,1185.0,45.09
2018-01-10 07:00:00,10245.0,12629.75,1.0,1180.0,49.38
2018-01-10 08:00:00,10919.0,12635.75,43.0,1181.0,49.29
2018-01-10 09:00:00,11248.0,12655.75,124.0,1177.0,48.95
2018-01-10 10:00:00,11301.0,12518.75,206.0,1122.0,52.49
2018-01-10 11:00:00,11209.0,12447.75,218.0,1024.0,48.28
2018-01-10 12:00:00,10938.0,12410.0,199.0,880.0,45.45
2018-01-10 13:00:00,10812.0,12325.25,159.0,730.0,47.1
2018-01-10 14:00:00,10672.0,12209.5,91.0,623.0,47.98
2018-01-10 15:00:00,10490.0,12579.5,20.0,546.0,48.9
2018-01-10 16:00:00,10707.0,12859.75,0.0,485.0,51.9
2018-01-10 17:00:00,11083.0,12535.25,0.0,446.0,52.69
2018-01-10 18:00:00,10990.0,11877.5,0.0,412.0,49.1
2018-01-10 19:00:00,10643.0,11200.0,0.0,370.0,44.0
2018-01-10 20:00:00,9655.0,11044.5,0.0,324.0,36.99
2018-01-10 21:00:00,8685.0,11176.5,0.0,277.0,38.43
2018-01-10 22:00:00,8462.0,10487.75,0.0,233.0,37.9
2018-01-10 23:00:00,8299.0,9919.0,0.0,168.0,37.33
2018-01-11 00:00:00,7910.0,9525.25,0.0,139.0,36.3
2018-01-11 01:00:00,8593.0,9245.25,0.0,117.0,34.2
2018-01-11 02:00:00,8699.0,9220.25,0.0,94.0,33.0
2018-01-11 03:00:00,8602.0,9533.0,0.0,74.0,33.05
2018-01-11 04:00:00,8725.0,10514.25,0.0,61.0,37.09
2018-01-11 05:00:00,8703.0,11606.5,0.0,51.0,41.5
2018-01-11 06:00:00,8787.0,12243.25,0.0,43.0,53.07
2018-01-11 07:00:00,9938.0,12455.0,1.0,39.0,57.41
2018-01-11 08:00:00,10655.0,12537.0,40.0,37.0,59.69
2018-01-11 09:00:00,11095.0,12561.5,134.0,35.0,59.77
2018-01-11 10:00:00,10639.0,12354.0,247.0,34.0,58.82
2018-01-11 11:00:00,10452.0,12156.25,305.0,33.0,54.61
2018-01-11 12:00:00,10460.0,12027.25,302.0,32.0,54.83
2018-01-11 13:00:00,10369.0,11942.5,242.0,33.0,54.74
2018-01-11 14:00:00,10346.0,11987.25,133.0,39.0,54.01
2018-01-11 15:00:00,10239.0,12469.25,26.0,50.0,54.96
2018-01-11 16:00:00,10190.0,12703.0,0.0,63.0,57.87
2018-01-11 17:00:00,10580.0,12266.0,0.0,72.0,57.81
2018-01-11 18:00:00,10800.0,11678.25,0.0,74.0,54.9
2018-01-11 19:00:00,10561.0,11130.25,0.0,71.0,50.0
2018-01-11 20:00:00,10101.0,11127.25,0.0,64.0,43.13
2018-01-11 21:00:00,8657.0,11309.75,0.0,56.0,42.4
2018-01-11 22:00:00,8396.0,10662.5,0.0,50.0,37.92
2018-01-11 23:00:00,8352.0,10093.0,0.0,46.0,37.68
2018-01-12 00:00:00,8074.0,9695.0,0.0,50.0,35.69
2018-01-12 01:00:00,8461.0,9489.75,0.0,53.0,34.0
2018-01-12 02:00:00,8671.0,9524.75,0.0,55.0,33.08
2018-01-12 03:00:00,8738.0,9899.0,0.0,53.0,33.81
2018-01-12 04:00:00,8720.0,10911.0,0.0,47.0,35.1
2018-01-12 05:00:00,8853.0,12060.5,0.0,46.0,39.93
2018-01-12 06:00:00,8574.0,12671.25,0.0,44.0,48.5
2018-01-12 07:00:00,9813.0,12824.5,1.0,38.0,50.7
2018-01-12 08:00:00,10470.0,12845.5,32.0,33.0,57.38
2018-01-12 09:00:00,10680.0,12851.0,94.0,31.0,57.44
2018-01-12 10:00:00,10816.0,12671.0,147.0,28.0,56.81
2018-01-12 11:00:00,10978.0,12480.75,176.0,24.0,55.04
2018-01-12 12:00:00,10406.0,12311.25,177.0,21.0,52.94
2018-01-12 13:00:00,10123.0,12258.5,146.0,21.0,48.02
2018-01-12 14:00:00,9941.0,12362.75,82.0,22.0,45.92
2018-01-12 15:00:00,9876.0,12791.75,18.0,27.0,46.5
2018-01-12 16:00:00,9807.0,12988.75,0.0,34.0,50.52
2018-01-12 17:00:00,10407.0,12486.75,0.0,44.0,55.15
2018-01-12 18:00:00,10327.0,11903.0,0.0,55.0,51.99
2018-01-12 19:00:00,10320.0,11354.25,0.0,69.0,44.8
2018-01-12 20:00:00,9483.0,11296.25,0.0,86.0,44.8
2018-01-12 21:00:00,8864.0,11409.0,0.0,100.0,48.91
2018-01-12 22:00:00,8728.0,10784.5,0.0,114.0,42.15
2018-01-12 23:00:00,8677.0,10022.25,0.0,147.0,43.15
2018-01-13 00:00:00,8445.0,9508.5,0.0,157.0,38.42
2018-01-13 01:00:00,8439.0,9156.0,0.0,170.0,36.11
2018-01-13 02:00:00,8507.0,8952.5,0.0,192.0,33.8
2018-01-13 03:00:00,8666.0,8933.25,0.0,217.0,32.04
2018-01-13 04:00:00,9110.0,9151.0,0.0,234.0,32.55
2018-01-13 05:00:00,9026.0,9461.0,0.0,248.0,32.0
2018-01-13 06:00:00,8572.0,10164.75,0.0,262.0,33.76
2018-01-13 07:00:00,8376.0,10710.75,2.0,271.0,41.54
2018-01-13 08:00:00,8894.0,11131.75,85.0,288.0,48.15
2018-01-13 09:00:00,9108.0,11238.75,273.0,320.0,50.59
2018-01-13 10:00:00,9477.0,11350.25,472.0,322.0,47.8
2018-01-13 11:00:00,9474.0,11182.75,590.0,303.0,47.63
2018-01-13 12:00:00,9587.0,10941.25,576.0,287.0,39.4
2018-01-13 13:00:00,9533.0,10837.75,449.0,284.0,36.83
2018-01-13 14:00:00,9391.0,10809.0,256.0,302.0,36.9
2018-01-13 15:00:00,9094.0,11367.75,60.0,361.0,36.69
2018-01-13 16:00:00,9101.0,11670.25,0.0,459.0,56.25
2018-01-13 17:00:00,10021.0,11322.25,0.0,564.0,61.0
2018-01-13 18:00:00,10978.0,10805.75,0.0,627.0,59.46
2018-01-13 19:00:00,10568.0,10209.0,0.0,630.0,45.1
2018-01-13 20:00:00,9569.0,10238.75,0.0,610.0,41.2
2018-01-13 21:00:00,9211.0,10506.5,0.0,582.0,46.0
2018-01-13 22:00:00,9033.0,9860.5,0.0,535.0,38.0
2018-01-13 23:00:00,8899.0,9486.5,0.0,576.0,38.1
2018-01-14 00:00:00,8678.0,9065.25,0.0,563.0,33.83
2018-01-14 01:00:00,8680.0,8843.25,0.0,568.0,33.0
2018-01-14 02:00:00,9019.0,8697.5,0.0,587.0,30.0
2018-01-14 03:00:00,9387.0,8661.75,0.0,605.0,27.01
2018-01-14 04:00:00,9523.0,8782.25,0.0,597.0,28.48
2018-01-14 05:00:00,9531.0,8932.25,0.0,573.0,29.74
2018-01-14 06:00:00,9579.0,9295.0,0.0,548.0,32.7
2018-01-14 07:00:00,8765.0,9825.0,7.0,511.0,35.1
2018-01-14 08:00:00,8780.0,10320.5,226.0,444.0,36.9
2018-01-14 09:00:00,8848.0,10643.75,547.0,339.0,39.02
2018-01-14 10:00:00,9351.0,10866.75,785.0,233.0,39.25
2018-01-14 11:00:00,9380.0,10675.75,879.0,158.0,40.88
2018-01-14 12:00:00,9461.0,10390.25,819.0,110.0,37.04
2018-01-14 13:00:00,9091.0,10233.75,632.0,84.0,34.9
2018-01-14 14:00:00,8590.0,10291.5,366.0,74.0,33.86
2018-01-14 15:00:00,8501.0,10999.5,101.0,82.0,34.86
2018-01-14 16:00:00,8350.0,11360.5,0.0,120.0,37.99
2018-01-14 17:00:00,8963.0,11214.75,0.0,190.0,59.2
2018-01-14 18:00:00,9663.0,10828.75,0.0,272.0,62.23
2018-01-14 19:00:00,10252.0,10323.5,0.0,359.0,56.0
2018-01-14 20:00:00,9122.0,10139.25,0.0,455.0,41.6
2018-01-14 21:00:00,8805.0,10245.75,0.0,542.0,44.05
2018-01-14 22:00:00,8767.0,9875.75,0.0,599.0,38.33
2018-01-14 23:00:00,8810.0,9287.5,0.0,801.0,34.0
2018-01-15 00:00:00,8772.0,8971.5,0.0,853.0,34.11
2018-01-15 01:00:00,8691.0,8760.75,0.0,940.0,32.4
2018-01-15 02:00:00,9173.0,8767.5,0.0,1070.0,25.45
2018-01-15 03:00:00,9586.0,9199.75,0.0,1230.0,26.5
2018-01-15 04:00:00,9972.0,10348.25,0.0,1397.0,27.87
2018-01-15 05:00:00,9810.0,11471.0,0.0,1535.0,40.7
2018-01-15 06:00:00,10130.0,12204.0,0.0,1654.0,54.83
2018-01-15 07:00:00,10612.0,12512.5,1.0,1771.0,52.92
2018-01-15 08:00:00,11478.0,12604.25,25.0,1897.0,50.04
2018-01-15 09:00:00,11301.0,12689.25,67.0,2027.0,54.31
2018-01-15 10:00:00,11454.0,12520.25,101.0,2138.0,49.91
2018-01-15 11:00:00,11940.0,12424.5,107.0,2217.0,50.22
2018-01-15 12:00:00,11859.0,12338.25,89.0,2269.0,49.34
2018-01-15 13:00:00,11326.0,12274.0,60.0,2298.0,40.34
2018-01-15 14:00:00,11055.0,12286.5,32.0,2302.0,37.47
2018-01-15 15:00:00,11130.0,12733.0,9.0,2289.0,38.24
2018-01-15 16:00:00,11229.0,12813.0,0.0,2259.0,47.9
2018-01-15 17:00:00,11772.0,12481.25,0.0,2222.0,53.55
2018-01-15 18:00:00,11976.0,12057.75,0.0,2170.0,52.25
2018-01-15 19:00:00,11937.0,11525.0,0.0,2099.0,45.93
2018-01-15 20:00:00,11003.0,11389.75,0.0,2041.0,36.71
2018-01-15 21:00:00,10145.0,11312.5,0.0,2004.0,36.6
2018-01-15 22:00:00,9949.0,10683.75,0.0,1986.0,36.21
2018-01-15 23:00:00,9996.0,10152.25,0.0,1904.0,33.6
2018-01-16 00:00:00,10086.0,9679.5,0.0,1914.0,21.16
2018-01-16 01:00:00,10223.0,9482.75,0.0,1925.0,18.59
2018-01-16 02:00:00,10424.0,9477.25,0.0,1937.0,14.56
2018-01-16 03:00:00,10533.0,9813.5,0.0,1959.0,14.7
2018-01-16 04:00:00,10614.0,10721.5,0.0,1965.0,21.21
2018-01-16 05:00:00,10549.0,11864.5,0.0,1978.0,30.19
2018-01-16 06:00:00,10222.0,12431.25,0.0,2007.0,38.92
2018-01-16 07:00:00,10672.0,12493.0,3.0,2015.0,45.48
2018-01-16 08:00:00,10926.0,12465.75,102.0,1992.0,49.06
2018-01-16 09:00:00,10973.0,12471.25,276.0,1977.0,47.4
2018-01-16 10:00:00,11031.0,12302.5,402.0,1977.0,47.9
2018-01-16 11:00:00,11385.0,12184.5,444.0,1976.0,42.96
2018-01-16 12:00:00,11268.0,12117.75,418.0,1966.0,42.48
2018-01-16 13:00:00,11068.0,12096.75,359.0,1947.0,40.48
2018-01-16 14:00:00,10765.0,12093.5,227.0,1929.0,39.2
2018-01-16 15:00:00,10822.0,12587.25,61.0,1898.0,41.16
2018-01-16 16:00:00,10374.0,12976.5,0.0,1856.0,49.95
2018-01-16 17:00:00,11520.0,12584.5,0.0,1833.0,50.72
2018-01-16 18:00:00,11717.0,12003.0,0.0,1841.0,45.02
2018-01-16 19:00:00,11277.0,11430.0,0.0,1872.0,39.9
2018-01-16 20:00:00,10568.0,11256.0,0.0,1916.0,35.0
2018-01-16 21:00:00,9705.0,11282.5,0.0,1961.0,35.9
2018-01-16 22:00:00,9686.0,10520.5,0.0,2003.0,35.2
2018-01-16 23:00:00,9557.0,9898.75,0.0,1969.0,26.52
2018-01-17 00:00:00,9452.0,9448.0,0.0,1991.0,22.8
2018-01-17 01:00:00,10206.0,9164.75,0.0,2010.0,22.15
2018-01-17 02:00:00,10418.0,9195.5,0.0,2012.0,18.41
2018-01-17 03:00:00,10497.0,9577.25,0.0,1998.0,18.74
2018-01-17 04:00:00,10532.0,10522.5,0.0,1969.0,23.4
2018-01-17 05:00:00,10465.0,11586.25,0.0,1937.0,33.52
2018-01-17 06:00:00,9889.0,12141.0,0.0,1930.0,48.69
2018-01-17 07:00:00,10661.0,12332.75,3.0,1951.0,48.95
